thr,metric_name,metric_value,model_name,m,q025,q975,ci_low,ci_high
0.2,pn1000,989.4,fit-age-sex,0,986.1999999999999,992.61,986.1999999999999,992.61
0.005,tp1000,16.6,fit-age-sex,0,12.99,20.409999999999997,12.99,20.409999999999997
0.01,tp1000,14.8,fit-age-sex,0,11.495,18.504999999999995,11.495,18.504999999999995
0.0141,tp1000,13.4,fit-age-sex,0,10.495,16.904999999999998,10.495,16.904999999999998
0.02,tp1000,12.4,fit-age-sex,0,9.685,16.0,9.685,16.0
0.03,tp1000,10.8,fit-age-sex,0,8.6,14.209999999999997,8.6,14.209999999999997
0.04,tp1000,9.799999999999999,fit-age-sex,0,7.59,12.504999999999999,7.59,12.504999999999999
0.05,tp1000,9.0,fit-age-sex,0,6.694999999999999,11.504999999999999,6.694999999999999,11.504999999999999
0.1,tp1000,6.0,fit-age-sex,0,4.095,8.104999999999999,4.095,8.104999999999999
0.2,tp1000,2.8,fit-age-sex,0,1.2,4.2,1.2,4.2
0.005,fp1000,455.0,fit-age-sex,0,442.485,467.505,442.485,467.505
0.01,fp1000,276.2,fit-age-sex,0,264.895,290.60499999999996,264.895,290.60499999999996
0.0141,fp1000,207.8,fit-age-sex,0,196.8,218.60999999999999,196.8,218.60999999999999
0.02,fp1000,150.4,fit-age-sex,0,141.685,159.85,141.685,159.85
0.03,fp1000,103.2,fit-age-sex,0,94.895,112.50500000000001,94.895,112.50500000000001
0.04,fp1000,77.0,fit-age-sex,0,70.685,84.715,70.685,84.715
0.05,fp1000,59.6,fit-age-sex,0,53.989999999999995,65.91499999999999,53.989999999999995,65.91499999999999
0.1,fp1000,24.2,fit-age-sex,0,20.59,29.209999999999997,20.59,29.209999999999997
0.2,fp1000,7.8,fit-age-sex,0,5.095,10.809999999999997,5.095,10.809999999999997
0.005,tn1000,527.8000000000001,fit-age-sex,0,513.895,540.105,513.895,540.105
0.01,tn1000,706.6,fit-age-sex,0,692.12,718.22,692.12,718.22
0.0141,tn1000,775.0,fit-age-sex,0,764.0,786.02,764.0,786.02
0.02,tn1000,832.4,fit-age-sex,0,820.6949999999999,841.3050000000001,820.6949999999999,841.3050000000001
0.03,tn1000,879.6,fit-age-sex,0,869.0,888.705,869.0,888.705
0.04,tn1000,905.8000000000001,fit-age-sex,0,897.285,914.105,897.285,914.105
0.05,tn1000,923.2,fit-age-sex,0,915.095,930.22,915.095,930.22
0.1,tn1000,958.6,fit-age-sex,0,951.665,964.115,951.665,964.115
0.2,tn1000,975.0,fit-age-sex,0,970.4000000000001,979.41,970.4000000000001,979.41
0.005,fn1000,0.6,fit-age-sex,0,0.2,1.0,0.2,1.0
0.01,fn1000,2.4,fit-age-sex,0,1.4,3.8099999999999965,1.4,3.8099999999999965
0.0141,fn1000,3.8,fit-age-sex,0,2.4,5.304999999999999,2.4,5.304999999999999
0.02,fn1000,4.8,fit-age-sex,0,3.0,6.704999999999998,3.0,6.704999999999998
0.03,fn1000,6.4,fit-age-sex,0,4.295,8.905,4.295,8.905
0.04,fn1000,7.4,fit-age-sex,0,5.0,10.104999999999999,5.0,10.104999999999999
0.05,fn1000,8.200000000000001,fit-age-sex,0,6.2,11.0,6.2,11.0
0.1,fn1000,11.2,fit-age-sex,0,8.59,13.904999999999998,8.59,13.904999999999998
0.2,fn1000,14.4,fit-age-sex,0,11.4,18.0,11.4,18.0
0.005,sens,0.9651162790697675,fit-spline,0,0.9414477441462021,0.9890157004830917,0.9414477441462021,0.9890157004830917
0.01,sens,0.8837209302325582,fit-spline,0,0.8159989316239316,0.9423418423973363,0.8159989316239316,0.9423418423973363
0.0141,sens,0.813953488372093,fit-spline,0,0.7525265957446808,0.8845815645845967,0.7525265957446808,0.8845815645845967
0.02,sens,0.7441860465116279,fit-spline,0,0.6644791666666666,0.825,0.6644791666666666,0.825
0.03,sens,0.6744186046511628,fit-spline,0,0.5779255319148936,0.7485692771084337,0.5779255319148936,0.7485692771084337
0.04,sens,0.627906976744186,fit-spline,0,0.5384224186307519,0.7223015774437958,0.5384224186307519,0.7223015774437958
0.05,sens,0.5465116279069767,fit-spline,0,0.4559235976789168,0.6419786096256683,0.4559235976789168,0.6419786096256683
0.1,sens,0.36046511627906974,fit-spline,0,0.26860119047619047,0.43702305246422884,0.26860119047619047,0.43702305246422884
0.2,sens,0.18604651162790697,fit-spline,0,0.10366099417823556,0.2639957141202362,0.10366099417823556,0.2639957141202362
0.005,spec,0.5364265364265364,fit-spline,0,0.5227983630087958,0.5487762696914287,0.5227983630087958,0.5487762696914287
0.01,spec,0.6978021978021978,fit-spline,0,0.6831938898714671,0.7112881521292052,0.6831938898714671,0.7112881521292052
0.0141,spec,0.7592592592592593,fit-spline,0,0.7473090661158392,0.7705543417812029,0.7473090661158392,0.7705543417812029
0.02,spec,0.8144078144078144,fit-spline,0,0.8035307993815249,0.8245114006514658,0.8035307993815249,0.8245114006514658
0.03,spec,0.8669108669108669,fit-spline,0,0.857224304510153,0.8754443331377871,0.857224304510153,0.8754443331377871
0.04,spec,0.9002849002849003,fit-spline,0,0.892279193029828,0.9080454333437701,0.892279193029828,0.9080454333437701
0.05,spec,0.9206349206349206,fit-spline,0,0.9128562703583062,0.9272063960364717,0.9128562703583062,0.9272063960364717
0.1,spec,0.9702889702889703,fit-spline,0,0.9653151565696174,0.9741840989410543,0.9653151565696174,0.9741840989410543
0.2,spec,0.9928774928774928,fit-spline,0,0.990336178161604,0.9951204888094455,0.990336178161604,0.9951204888094455
0.005,ppv,0.03515459551037696,fit-spline,0,0.0278768790818101,0.04292898693179071,0.0278768790818101,0.04292898693179071
0.01,ppv,0.04868673926969891,fit-spline,0,0.038259946144802215,0.06000029023855189,0.038259946144802215,0.06000029023855189
0.0141,ppv,0.055865921787709494,fit-spline,0,0.04490940461524043,0.06819984139571768,0.04490940461524043,0.06819984139571768
0.02,ppv,0.06557377049180328,fit-spline,0,0.05200687239552486,0.07936479842674532,0.05200687239552486,0.07936479842674532
0.03,ppv,0.08146067415730338,fit-spline,0,0.06568877551020408,0.1033800112287325,0.06568877551020408,0.1033800112287325
0.04,ppv,0.09926470588235294,fit-spline,0,0.08176547691066748,0.12853873723938197,0.08176547691066748,0.12853873723938197
0.05,ppv,0.10755148741418764,fit-spline,0,0.08516438624776679,0.13921312632321806,0.08516438624776679,0.13921312632321806
0.1,ppv,0.1751412429378531,fit-spline,0,0.12774622673539307,0.22752535565992782,0.12774622673539307,0.22752535565992782
0.2,ppv,0.3137254901960784,fit-spline,0,0.2,0.41705172413793096,0.2,0.41705172413793096
0.005,npv,0.9988632057597575,fit-spline,0,0.9980640009394106,0.999627567405313,0.9980640009394106,0.999627567405313
0.01,npv,0.997092177958709,fit-spline,0,0.9954925695716874,0.9985562266309551,0.9954925695716874,0.9985562266309551
0.0141,npv,0.9957299172671471,fit-spline,0,0.9938538664011768,0.9976010384868392,0.9938538664011768,0.9976010384868392
0.02,npv,0.9945328031809145,fit-spline,0,0.9921289308176101,0.9965395935730329,0.9921289308176101,0.9965395935730329
0.03,npv,0.9934701492537313,fit-spline,0,0.9912234425487495,0.9958033042764871,0.9912234425487495,0.9958033042764871
0.04,npv,0.992818671454219,fit-spline,0,0.9899415461846601,0.9952019117527046,0.9899415461846601,0.9952019117527046
0.05,npv,0.9914529914529915,fit-spline,0,0.9884653146598552,0.9937017188528561,0.9884653146598552,0.9937017188528561
0.1,npv,0.9885963093510264,fit-spline,0,0.9855595039355621,0.991200031931495,0.9855595039355621,0.991200031931495
0.2,npv,0.9858557284299858,fit-spline,0,0.9821163618861897,0.9887014608701311,0.9821163618861897,0.9887014608701311
0.005,tp,83.0,fit-spline,0,64.95,102.04999999999998,64.95,102.04999999999998
0.01,tp,76.0,fit-spline,0,58.475,96.09999999999997,58.475,96.09999999999997
0.0141,tp,70.0,fit-spline,0,55.0,87.04999999999998,55.0,87.04999999999998
0.02,tp,64.0,fit-spline,0,50.475,80.52499999999999,50.475,80.52499999999999
0.03,tp,58.0,fit-spline,0,45.0,75.04999999999998,45.0,75.04999999999998
0.04,tp,54.0,fit-spline,0,43.0,71.04999999999998,43.0,71.04999999999998
0.05,tp,47.0,fit-spline,0,36.0,63.0,36.0,63.0
0.1,tp,31.0,fit-spline,0,21.95,40.52499999999999,21.95,40.52499999999999
0.2,tp,16.0,fit-spline,0,8.475,24.52499999999999,8.475,24.52499999999999
0.005,fp,2278.0,fit-spline,0,2216.425,2342.05,2216.425,2342.05
0.01,fp,1485.0,fit-spline,0,1417.85,1558.3,1417.85,1558.3
0.0141,fp,1183.0,fit-spline,0,1128.0,1242.575,1128.0,1242.575
0.02,fp,912.0,fit-spline,0,862.0,966.5749999999999,862.0,966.5749999999999
0.03,fp,654.0,fit-spline,0,611.9,699.05,611.9,699.05
0.04,fp,490.0,fit-spline,0,452.95,529.0,452.95,529.0
0.05,fp,390.0,fit-spline,0,357.475,428.04999999999995,357.475,428.04999999999995
0.1,fp,146.0,fit-spline,0,126.95,170.14999999999995,126.95,170.14999999999995
0.2,fp,35.0,fit-spline,0,24.0,47.52499999999999,24.0,47.52499999999999
0.005,tn,2636.0,fit-spline,0,2564.325,2697.525,2564.325,2697.525
0.01,tn,3429.0,fit-spline,0,3361.125,3493.575,3361.125,3493.575
0.0141,tn,3731.0,fit-spline,0,3674.325,3788.15,3674.325,3788.15
0.02,tn,4002.0,fit-spline,0,3942.95,4050.525,3942.95,4050.525
0.03,tn,4260.0,fit-spline,0,4207.475,4304.1,4207.475,4304.1
0.04,tn,4424.0,fit-spline,0,4375.475,4465.0,4375.475,4465.0
0.05,tn,4524.0,fit-spline,0,4480.425,4565.525,4480.425,4565.525
0.1,tn,4768.0,fit-spline,0,4735.425,4797.525,4735.425,4797.525
0.2,tn,4879.0,fit-spline,0,4858.425,4898.05,4858.425,4898.05
0.005,fn,3.0,fit-spline,0,1.0,5.0,1.0,5.0
0.01,fn,10.0,fit-spline,0,5.0,15.524999999999991,5.0,15.524999999999991
0.0141,fn,16.0,fit-spline,0,9.0,23.0,9.0,23.0
0.02,fn,22.0,fit-spline,0,14.0,31.52499999999999,14.0,31.52499999999999
0.03,fn,28.0,fit-spline,0,18.0,37.52499999999999,18.0,37.52499999999999
0.04,fn,32.0,fit-spline,0,21.475,44.52499999999999,21.475,44.52499999999999
0.05,fn,39.0,fit-spline,0,28.95,52.52499999999999,28.95,52.52499999999999
0.1,fn,55.0,fit-spline,0,42.475,69.52499999999999,42.475,69.52499999999999
0.2,fn,70.0,fit-spline,0,55.95,88.52499999999999,55.95,88.52499999999999
0.005,pp,2361.0,fit-spline,0,2299.475,2433.2,2299.475,2433.2
0.01,pp,1561.0,fit-spline,0,1496.425,1631.8249999999998,1496.425,1631.8249999999998
0.0141,pp,1253.0,fit-spline,0,1195.75,1308.7749999999999,1195.75,1308.7749999999999
0.02,pp,976.0,fit-spline,0,928.95,1027.625,928.95,1027.625
0.03,pp,712.0,fit-spline,0,668.95,765.15,668.95,765.15
0.04,pp,544.0,fit-spline,0,504.0,588.8749999999999,504.0,588.8749999999999
0.05,pp,437.0,fit-spline,0,400.0,479.09999999999997,400.0,479.09999999999997
0.1,pp,177.0,fit-spline,0,154.0,201.52499999999998,154.0,201.52499999999998
0.2,pp,51.0,fit-spline,0,36.95,64.0,36.95,64.0
0.005,pn,2639.0,fit-spline,0,2566.8,2700.525,2566.8,2700.525
0.01,pn,3439.0,fit-spline,0,3368.175,3503.575,3368.175,3503.575
0.0141,pn,3747.0,fit-spline,0,3691.225,3804.25,3691.225,3804.25
0.02,pn,4024.0,fit-spline,0,3972.375,4071.05,3972.375,4071.05
0.03,pn,4288.0,fit-spline,0,4234.85,4331.05,4234.85,4331.05
0.04,pn,4456.0,fit-spline,0,4411.125,4496.0,4411.125,4496.0
0.05,pn,4563.0,fit-spline,0,4520.9,4600.0,4520.9,4600.0
0.1,pn,4823.0,fit-spline,0,4798.475,4846.0,4798.475,4846.0
0.2,pn,4949.0,fit-spline,0,4936.0,4963.05,4936.0,4963.05
0.005,pp_per_cancer,28.44578313253012,fit-spline,0,23.294489795918366,35.87223011363636,23.294489795918366,35.87223011363636
0.01,pp_per_cancer,20.539473684210527,fit-spline,0,16.66923076923077,26.151724137931026,16.66923076923077,26.151724137931026
0.0141,pp_per_cancer,17.900000000000002,fit-spline,0,14.66279069767442,22.267079124579123,14.66279069767442,22.267079124579123
0.02,pp_per_cancer,15.25,fit-spline,0,12.6009375,19.22830188679245,12.6009375,19.22830188679245
0.03,pp_per_cancer,12.275862068965516,fit-spline,0,9.675591151792526,15.223333333333334,9.675591151792526,15.223333333333334
0.04,pp_per_cancer,10.074074074074074,fit-spline,0,7.780029761904762,12.230119047619048,7.780029761904762,12.230119047619048
0.05,pp_per_cancer,9.297872340425531,fit-spline,0,7.184088541666666,11.742117117117116,7.184088541666666,11.742117117117116
0.1,pp_per_cancer,5.709677419354839,fit-spline,0,4.395296052631579,7.8282608695652165,4.395296052631579,7.8282608695652165
0.2,pp_per_cancer,3.1875,fit-spline,0,2.3979166666666667,5.0,2.3979166666666667,5.0
0.005,pp1000,472.2,fit-spline,0,459.895,486.64,459.895,486.64
0.01,pp1000,312.2,fit-spline,0,299.28499999999997,326.365,299.28499999999997,326.365
0.0141,pp1000,250.6,fit-spline,0,239.14999999999998,261.755,239.14999999999998,261.755
0.02,pp1000,195.20000000000002,fit-spline,0,185.79,205.52499999999998,185.79,205.52499999999998
0.03,pp1000,142.4,fit-spline,0,133.79,153.03,133.79,153.03
0.04,pp1000,108.8,fit-spline,0,100.8,117.77499999999998,100.8,117.77499999999998
0.05,pp1000,87.4,fit-spline,0,80.0,95.82,80.0,95.82
0.1,pp1000,35.4,fit-spline,0,30.8,40.305,30.8,40.305
0.2,pp1000,10.200000000000001,fit-spline,0,7.39,12.8,7.39,12.8
0.005,pn1000,527.8000000000001,fit-spline,0,513.36,540.105,513.36,540.105
0.01,pn1000,687.8,fit-spline,0,673.635,700.715,673.635,700.715
0.0141,pn1000,749.4,fit-spline,0,738.245,760.85,738.245,760.85
0.02,pn1000,804.8,fit-spline,0,794.475,814.21,794.475,814.21
0.03,pn1000,857.6,fit-spline,0,846.97,866.21,846.97,866.21
0.04,pn1000,891.2,fit-spline,0,882.225,899.2,882.225,899.2
0.05,pn1000,912.6,fit-spline,0,904.18,920.0,904.18,920.0
0.1,pn1000,964.6,fit-spline,0,959.6949999999999,969.1999999999999,959.6949999999999,969.1999999999999
0.2,pn1000,989.8000000000001,fit-spline,0,987.1999999999999,992.61,987.1999999999999,992.61
0.005,tp1000,16.6,fit-spline,0,12.99,20.409999999999997,12.99,20.409999999999997
0.01,tp1000,15.2,fit-spline,0,11.694999999999999,19.21999999999999,11.694999999999999,19.21999999999999
0.0141,tp1000,14.0,fit-spline,0,11.0,17.409999999999997,11.0,17.409999999999997
0.02,tp1000,12.8,fit-spline,0,10.095,16.104999999999997,10.095,16.104999999999997
0.03,tp1000,11.6,fit-spline,0,9.0,15.009999999999996,9.0,15.009999999999996
0.04,tp1000,10.8,fit-spline,0,8.6,14.209999999999997,8.6,14.209999999999997
0.05,tp1000,9.4,fit-spline,0,7.2,12.6,7.2,12.6
0.1,tp1000,6.2,fit-spline,0,4.39,8.104999999999999,4.39,8.104999999999999
0.2,tp1000,3.2,fit-spline,0,1.695,4.9049999999999985,1.695,4.9049999999999985
0.005,fp1000,455.6,fit-spline,0,443.285,468.41,443.285,468.41
0.01,fp1000,297.0,fit-spline,0,283.57,311.66,283.57,311.66
0.0141,fp1000,236.6,fit-spline,0,225.6,248.515,225.6,248.515
0.02,fp1000,182.4,fit-spline,0,172.4,193.315,172.4,193.315
0.03,fp1000,130.8,fit-spline,0,122.38000000000001,139.81,122.38000000000001,139.81
0.04,fp1000,98.0,fit-spline,0,90.59,105.80000000000001,90.59,105.80000000000001
0.05,fp1000,78.0,fit-spline,0,71.495,85.61,71.495,85.61
0.1,fp1000,29.2,fit-spline,0,25.39,34.02999999999999,25.39,34.02999999999999
0.2,fp1000,7.0,fit-spline,0,4.8,9.504999999999999,4.8,9.504999999999999
0.005,tn1000,527.2,fit-spline,0,512.865,539.505,512.865,539.505
0.01,tn1000,685.8,fit-spline,0,672.2249999999999,698.715,672.2249999999999,698.715
0.0141,tn1000,746.1999999999999,fit-spline,0,734.865,757.63,734.865,757.63
0.02,tn1000,800.4,fit-spline,0,788.5899999999999,810.105,788.5899999999999,810.105
0.03,tn1000,852.0,fit-spline,0,841.495,860.82,841.495,860.82
0.04,tn1000,884.8000000000001,fit-spline,0,875.0949999999999,893.0,875.0949999999999,893.0
0.05,tn1000,904.8000000000001,fit-spline,0,896.085,913.105,896.085,913.105
0.1,tn1000,953.6,fit-spline,0,947.0849999999999,959.505,947.0849999999999,959.505
0.2,tn1000,975.8,fit-spline,0,971.6850000000001,979.61,971.6850000000001,979.61
0.005,fn1000,0.6,fit-spline,0,0.2,1.0,0.2,1.0
0.01,fn1000,2.0,fit-spline,0,1.0,3.104999999999998,1.0,3.104999999999998
0.0141,fn1000,3.2,fit-spline,0,1.8,4.6,1.8,4.6
0.02,fn1000,4.4,fit-spline,0,2.8,6.304999999999999,2.8,6.304999999999999
0.03,fn1000,5.6,fit-spline,0,3.6,7.504999999999998,3.6,7.504999999999998
0.04,fn1000,6.4,fit-spline,0,4.295,8.905,4.295,8.905
0.05,fn1000,7.8,fit-spline,0,5.79,10.504999999999999,5.79,10.504999999999999
0.1,fn1000,11.0,fit-spline,0,8.495,13.904999999999998,8.495,13.904999999999998
0.2,fn1000,14.0,fit-spline,0,11.19,17.705,11.19,17.705
