thr,metric_name,metric_value,model_name,m,q025,q975,ci_low,ci_high
0.1,tn,4799.0,fit-age-sex-bloods,0,4767.0,4830.05,4767.0,4830.05
0.2,tn,4889.0,fit-age-sex-bloods,0,4865.9,4912.05,4865.9,4912.05
0.005,fn,4.0,fit-age-sex-bloods,0,1.0,8.0,1.0,8.0
0.01,fn,9.0,fit-age-sex-bloods,0,4.0,14.0,4.0,14.0
0.0141,fn,13.0,fit-age-sex-bloods,0,7.475,20.0,7.475,20.0
0.02,fn,20.0,fit-age-sex-bloods,0,13.0,28.0,13.0,28.0
0.03,fn,26.0,fit-age-sex-bloods,0,17.0,36.04999999999998,17.0,36.04999999999998
0.04,fn,31.0,fit-age-sex-bloods,0,21.475,44.0,21.475,44.0
0.05,fn,34.0,fit-age-sex-bloods,0,24.0,47.04999999999998,24.0,47.04999999999998
0.1,fn,50.0,fit-age-sex-bloods,0,37.475,65.04999999999998,37.475,65.04999999999998
0.2,fn,66.0,fit-age-sex-bloods,0,53.0,81.52499999999999,53.0,81.52499999999999
0.005,pp,2219.0,fit-age-sex-bloods,0,2160.475,2284.0,2160.475,2284.0
0.01,pp,1397.0,fit-age-sex-bloods,0,1342.9,1449.0,1342.9,1449.0
0.0141,pp,1091.0,fit-age-sex-bloods,0,1036.0,1151.725,1036.0,1151.725
0.02,pp,786.0,fit-age-sex-bloods,0,733.0,836.05,733.0,836.05
0.03,pp,561.0,fit-age-sex-bloods,0,521.375,611.0999999999999,521.375,611.0999999999999
0.04,pp,428.0,fit-age-sex-bloods,0,396.8,468.04999999999995,396.8,468.04999999999995
0.05,pp,343.0,fit-age-sex-bloods,0,313.0,378.575,313.0,378.575
0.1,pp,151.0,fit-age-sex-bloods,0,124.95,173.04999999999998,124.95,173.04999999999998
0.2,pp,45.0,fit-age-sex-bloods,0,33.0,59.099999999999966,33.0,59.099999999999966
0.005,pn,2781.0,fit-age-sex-bloods,0,2716.0,2839.525,2716.0,2839.525
0.01,pn,3603.0,fit-age-sex-bloods,0,3551.0,3657.1,3551.0,3657.1
0.0141,pn,3909.0,fit-age-sex-bloods,0,3848.275,3964.0,3848.275,3964.0
0.02,pn,4214.0,fit-age-sex-bloods,0,4163.95,4267.0,4163.95,4267.0
0.03,pn,4439.0,fit-age-sex-bloods,0,4388.9,4478.625,4388.9,4478.625
0.04,pn,4572.0,fit-age-sex-bloods,0,4531.95,4603.2,4531.95,4603.2
0.05,pn,4657.0,fit-age-sex-bloods,0,4621.425,4687.0,4621.425,4687.0
0.1,pn,4849.0,fit-age-sex-bloods,0,4826.95,4875.05,4826.95,4875.05
0.2,pn,4955.0,fit-age-sex-bloods,0,4940.9,4967.0,4940.9,4967.0
0.005,pp_per_cancer,27.0609756097561,fit-age-sex-bloods,0,21.869343434343435,35.04765004960317,21.869343434343435,35.04765004960317
0.01,pp_per_cancer,18.142857142857142,fit-age-sex-bloods,0,15.065408491298081,22.881249999999998,15.065408491298081,22.881249999999998
0.0141,pp_per_cancer,14.945205479452055,fit-age-sex-bloods,0,12.145801481127567,18.650759789596727,12.145801481127567,18.650759789596727
0.02,pp_per_cancer,11.909090909090908,fit-age-sex-bloods,0,9.698660042155979,15.070673076923075,9.698660042155979,15.070673076923075
0.03,pp_per_cancer,9.35,fit-age-sex-bloods,0,7.457027782344238,12.093223404255316,7.457027782344238,12.093223404255316
0.04,pp_per_cancer,7.781818181818183,fit-age-sex-bloods,0,6.257242686890574,10.02383720930232,6.257242686890574,10.02383720930232
0.05,pp_per_cancer,6.596153846153846,fit-age-sex-bloods,0,5.444203629032258,8.422749709639954,5.444203629032258,8.422749709639954
0.1,pp_per_cancer,4.194444444444445,fit-age-sex-bloods,0,3.3208041958041954,5.5,3.3208041958041954,5.5
0.2,pp_per_cancer,2.25,fit-age-sex-bloods,0,1.7016757246376812,3.439062499999996,1.7016757246376812,3.439062499999996
0.005,pp1000,443.79999999999995,fit-age-sex-bloods,0,432.09499999999997,456.8,432.09499999999997,456.8
0.01,pp1000,279.4,fit-age-sex-bloods,0,268.58,289.8,268.58,289.8
0.0141,pp1000,218.20000000000002,fit-age-sex-bloods,0,207.2,230.34499999999997,207.2,230.34499999999997
0.02,pp1000,157.20000000000002,fit-age-sex-bloods,0,146.6,167.21,146.6,167.21
0.03,pp1000,112.19999999999999,fit-age-sex-bloods,0,104.275,122.22,104.275,122.22
0.04,pp1000,85.6,fit-age-sex-bloods,0,79.36,93.60999999999999,79.36,93.60999999999999
0.05,pp1000,68.6,fit-age-sex-bloods,0,62.6,75.71499999999999,62.6,75.71499999999999
0.1,pp1000,30.200000000000003,fit-age-sex-bloods,0,24.99,34.60999999999999,24.99,34.60999999999999
0.2,pp1000,9.0,fit-age-sex-bloods,0,6.6,11.819999999999993,6.6,11.819999999999993
0.005,pn1000,556.2,fit-age-sex-bloods,0,543.2,567.905,543.2,567.905
0.01,pn1000,720.6,fit-age-sex-bloods,0,710.2,731.42,710.2,731.42
0.0141,pn1000,781.8000000000001,fit-age-sex-bloods,0,769.655,792.8,769.655,792.8
0.02,pn1000,842.8,fit-age-sex-bloods,0,832.79,853.4000000000001,832.79,853.4000000000001
0.03,pn1000,887.8000000000001,fit-age-sex-bloods,0,877.78,895.725,877.78,895.725
0.04,pn1000,914.4,fit-age-sex-bloods,0,906.39,920.64,906.39,920.64
0.05,pn1000,931.4,fit-age-sex-bloods,0,924.285,937.4,924.285,937.4
0.1,pn1000,969.8,fit-age-sex-bloods,0,965.39,975.01,965.39,975.01
0.2,pn1000,991.0,fit-age-sex-bloods,0,988.18,993.4,988.18,993.4
0.005,tp1000,16.400000000000002,fit-age-sex-bloods,0,12.6,20.419999999999995,12.6,20.419999999999995
0.01,tp1000,15.4,fit-age-sex-bloods,0,12.095,19.019999999999992,12.095,19.019999999999992
0.0141,tp1000,14.6,fit-age-sex-bloods,0,11.6,18.304999999999996,11.6,18.304999999999996
0.02,tp1000,13.2,fit-age-sex-bloods,0,10.295,16.305,10.295,16.305
0.03,tp1000,12.0,fit-age-sex-bloods,0,9.4,15.4,9.4,15.4
0.04,tp1000,11.0,fit-age-sex-bloods,0,8.695,14.104999999999999,8.695,14.104999999999999
0.05,tp1000,10.4,fit-age-sex-bloods,0,8.295,13.104999999999999,8.295,13.104999999999999
0.1,tp1000,7.2,fit-age-sex-bloods,0,5.295,9.209999999999997,5.295,9.209999999999997
0.2,tp1000,4.0,fit-age-sex-bloods,0,2.2,6.009999999999996,2.2,6.009999999999996
0.005,fp1000,427.4,fit-age-sex-bloods,0,414.96,439.93499999999995,414.96,439.93499999999995
0.01,fp1000,264.0,fit-age-sex-bloods,0,252.665,274.0,252.665,274.0
0.0141,fp1000,203.6,fit-age-sex-bloods,0,193.59,214.72499999999997,193.59,214.72499999999997
0.02,fp1000,144.0,fit-age-sex-bloods,0,134.255,155.10500000000002,134.255,155.10500000000002
0.03,fp1000,100.2,fit-age-sex-bloods,0,91.78,108.905,91.78,108.905
0.04,fp1000,74.6,fit-age-sex-bloods,0,68.6,82.915,68.6,82.915
0.05,fp1000,58.2,fit-age-sex-bloods,0,52.695,65.62999999999998,52.695,65.62999999999998
0.1,fp1000,23.0,fit-age-sex-bloods,0,18.58,26.914999999999992,18.58,26.914999999999992
0.2,fp1000,5.0,fit-age-sex-bloods,0,2.895,7.0,2.895,7.0
0.005,tn1000,555.4,fit-age-sex-bloods,0,542.79,567.4,542.79,567.4
0.01,tn1000,718.8,fit-age-sex-bloods,0,708.495,729.905,708.495,729.905
0.0141,tn1000,779.2,fit-age-sex-bloods,0,767.245,789.705,767.245,789.705
0.02,tn1000,838.8,fit-age-sex-bloods,0,828.58,849.23,828.58,849.23
0.03,tn1000,882.6,fit-age-sex-bloods,0,871.97,890.03,871.97,890.03
0.04,tn1000,908.2,fit-age-sex-bloods,0,898.655,914.0,898.655,914.0
0.05,tn1000,924.6,fit-age-sex-bloods,0,915.485,931.62,915.485,931.62
0.1,tn1000,959.8,fit-age-sex-bloods,0,953.4,966.01,953.4,966.01
0.2,tn1000,977.8,fit-age-sex-bloods,0,973.18,982.41,973.18,982.41
0.005,fn1000,0.8,fit-age-sex-bloods,0,0.2,1.6,0.2,1.6
0.01,fn1000,1.8,fit-age-sex-bloods,0,0.8,2.8,0.8,2.8
0.0141,fn1000,2.6,fit-age-sex-bloods,0,1.495,4.0,1.495,4.0
0.02,fn1000,4.0,fit-age-sex-bloods,0,2.6,5.6,2.6,5.6
0.03,fn1000,5.2,fit-age-sex-bloods,0,3.4,7.209999999999996,3.4,7.209999999999996
0.04,fn1000,6.2,fit-age-sex-bloods,0,4.295,8.8,4.295,8.8
0.05,fn1000,6.8,fit-age-sex-bloods,0,4.8,9.409999999999997,4.8,9.409999999999997
0.1,fn1000,10.0,fit-age-sex-bloods,0,7.495,13.009999999999996,7.495,13.009999999999996
0.2,fn1000,13.2,fit-age-sex-bloods,0,10.6,16.305,10.6,16.305
0.005,sens,0.9651162790697675,fit-age-sex,0,0.9414477441462021,0.9890157004830917,0.9414477441462021,0.9890157004830917
0.01,sens,0.8604651162790697,fit-age-sex,0,0.7923491379310345,0.9246348143639683,0.7923491379310345,0.9246348143639683
0.0141,sens,0.7790697674418605,fit-age-sex,0,0.7005459770114942,0.8542021708257252,0.7005459770114942,0.8542021708257252
0.02,sens,0.7209302325581395,fit-age-sex,0,0.6378789893617022,0.8083008658008658,0.6378789893617022,0.8083008658008658
0.03,sens,0.627906976744186,fit-age-sex,0,0.5384224186307519,0.7223015774437958,0.5384224186307519,0.7223015774437958
0.04,sens,0.5697674418604651,fit-age-sex,0,0.4823529411764706,0.6558680290297936,0.4823529411764706,0.6558680290297936
0.05,sens,0.5232558139534884,fit-age-sex,0,0.4232638888888889,0.6108845811051693,0.4232638888888889,0.6108845811051693
0.1,sens,0.3488372093023256,fit-age-sex,0,0.26860119047619047,0.43059845559845555,0.26860119047619047,0.43059845559845555
0.2,sens,0.16279069767441862,fit-age-sex,0,0.07610873169383807,0.23491536553334302,0.07610873169383807,0.23491536553334302
0.005,spec,0.5370370370370371,fit-age-sex,0,0.5240000509476258,0.5498360157297272,0.5240000509476258,0.5498360157297272
0.01,spec,0.7189662189662189,fit-age-sex,0,0.7040421382604252,0.7303593241042345,0.7040421382604252,0.7303593241042345
0.0141,spec,0.7885632885632886,fit-age-sex,0,0.7777302750633369,0.7996140921436188,0.7777302750633369,0.7996140921436188
0.02,spec,0.846967846967847,fit-age-sex,0,0.8372953786935369,0.8558575290182637,0.8372953786935369,0.8558575290182637
0.03,spec,0.894993894993895,fit-age-sex,0,0.8857463363911466,0.9035218092587408,0.8857463363911466,0.9035218092587408
0.04,spec,0.9216524216524217,fit-age-sex,0,0.913656455128749,0.9282385366877105,0.913656455128749,0.9282385366877105
0.05,spec,0.9393569393569393,fit-age-sex,0,0.9329580098441905,0.9451029131412881,0.9329580098441905,0.9451029131412881
0.1,spec,0.9753764753764754,fit-age-sex,0,0.9702424750864348,0.9790647016449561,0.9702424750864348,0.9790647016449561
0.2,spec,0.9920634920634921,fit-age-sex,0,0.989002156140341,0.9948222485954226,0.989002156140341,0.9948222485954226
0.005,ppv,0.035199321458863446,fit-age-sex,0,0.027966614730447127,0.043023314810087906,0.027966614730447127,0.043023314810087906
0.01,ppv,0.05085910652920962,fit-age-sex,0,0.040759997466323215,0.06193483065200829,0.040759997466323215,0.06193483065200829
0.0141,ppv,0.06057866184448463,fit-age-sex,0,0.04866667026131131,0.07549166633548637,0.04866667026131131,0.07549166633548637
0.02,ppv,0.07616707616707617,fit-age-sex,0,0.06090467956778911,0.0954403813905552,0.06090467956778911,0.0954403813905552
0.03,ppv,0.09473684210526316,fit-age-sex,0,0.07848143349663178,0.12276609888684495,0.07848143349663178,0.12276609888684495
0.04,ppv,0.11290322580645161,fit-age-sex,0,0.08755226752652383,0.1410100920229803,0.08755226752652383,0.1410100920229803
0.05,ppv,0.13119533527696792,fit-age-sex,0,0.10188455913338787,0.16257847879785917,0.10188455913338787,0.16257847879785917
0.1,ppv,0.1986754966887417,fit-age-sex,0,0.13756781193490056,0.25913627511728776,0.13756781193490056,0.25913627511728776
0.2,ppv,0.2641509433962264,fit-age-sex,0,0.14242919389978215,0.3803378648540581,0.14242919389978215,0.3803378648540581
0.005,npv,0.9988644965934897,fit-age-sex,0,0.9980684772139465,0.9996273760060879,0.9980684772139465,0.9996273760060879
0.01,npv,0.9966149506346967,fit-age-sex,0,0.9946453272151139,0.9980235851117571,0.9946453272151139,0.9980235851117571
0.0141,npv,0.995120698510529,fit-age-sex,0,0.9931108477359682,0.9969327063571933,0.9931108477359682,0.9969327063571933
0.02,npv,0.9942666029622551,fit-age-sex,0,0.9919801620865999,0.9964217546660905,0.9919801620865999,0.9964217546660905
0.03,npv,0.9927765237020316,fit-age-sex,0,0.9898652101790255,0.9951754858077121,0.9898652101790255,0.9951754858077121
0.04,npv,0.9918966272448533,fit-age-sex,0,0.9888766236989419,0.9945343177514945,0.9888766236989419,0.9945343177514945
0.05,npv,0.9911960489585571,fit-age-sex,0,0.9881557061747867,0.9933897982346728,0.9881557061747867,0.9933897982346728
0.1,npv,0.9884512270571252,fit-age-sex,0,0.9856321916883898,0.9911477265684697,0.9856321916883898,0.9911477265684697
0.2,npv,0.9854457246816253,fit-age-sex,0,0.9818087170089216,0.9884713326285679,0.9818087170089216,0.9884713326285679
0.005,tp,83.0,fit-age-sex,0,64.95,102.04999999999998,64.95,102.04999999999998
0.01,tp,74.0,fit-age-sex,0,57.475,92.52499999999999,57.475,92.52499999999999
0.0141,tp,67.0,fit-age-sex,0,52.475,84.52499999999999,52.475,84.52499999999999
0.02,tp,62.0,fit-age-sex,0,48.425,80.0,48.425,80.0
0.03,tp,54.0,fit-age-sex,0,43.0,71.04999999999998,43.0,71.04999999999998
0.04,tp,49.0,fit-age-sex,0,37.95,62.52499999999999,37.95,62.52499999999999
0.05,tp,45.0,fit-age-sex,0,33.475,57.52499999999999,33.475,57.52499999999999
0.1,tp,30.0,fit-age-sex,0,20.475,40.52499999999999,20.475,40.52499999999999
0.2,tp,14.0,fit-age-sex,0,6.0,21.0,6.0,21.0
0.005,fp,2275.0,fit-age-sex,0,2212.425,2337.525,2212.425,2337.525
0.01,fp,1381.0,fit-age-sex,0,1324.475,1453.0249999999999,1324.475,1453.0249999999999
0.0141,fp,1039.0,fit-age-sex,0,984.0,1093.05,984.0,1093.05
0.02,fp,752.0,fit-age-sex,0,708.425,799.2499999999999,708.425,799.2499999999999
0.03,fp,516.0,fit-age-sex,0,474.475,562.525,474.475,562.525
0.04,fp,385.0,fit-age-sex,0,353.425,423.575,353.425,423.575
0.05,fp,298.0,fit-age-sex,0,269.95,329.575,269.95,329.575
0.1,fp,121.0,fit-age-sex,0,102.95,146.04999999999998,102.95,146.04999999999998
0.2,fp,39.0,fit-age-sex,0,25.475,54.04999999999998,25.475,54.04999999999998
0.005,tn,2639.0,fit-age-sex,0,2569.475,2700.525,2569.475,2700.525
0.01,tn,3533.0,fit-age-sex,0,3460.6,3591.1,3460.6,3591.1
0.0141,tn,3875.0,fit-age-sex,0,3820.0,3930.1,3820.0,3930.1
0.02,tn,4162.0,fit-age-sex,0,4103.475,4206.525,4103.475,4206.525
0.03,tn,4398.0,fit-age-sex,0,4345.0,4443.525,4345.0,4443.525
0.04,tn,4529.0,fit-age-sex,0,4486.425,4570.525,4486.425,4570.525
0.05,tn,4616.0,fit-age-sex,0,4575.475,4651.1,4575.475,4651.1
0.1,tn,4793.0,fit-age-sex,0,4758.325,4820.575,4758.325,4820.575
0.2,tn,4875.0,fit-age-sex,0,4852.0,4897.05,4852.0,4897.05
0.005,fn,3.0,fit-age-sex,0,1.0,5.0,1.0,5.0
0.01,fn,12.0,fit-age-sex,0,7.0,19.049999999999983,7.0,19.049999999999983
0.0141,fn,19.0,fit-age-sex,0,12.0,26.52499999999999,12.0,26.52499999999999
0.02,fn,24.0,fit-age-sex,0,15.0,33.52499999999999,15.0,33.52499999999999
0.03,fn,32.0,fit-age-sex,0,21.475,44.52499999999999,21.475,44.52499999999999
0.04,fn,37.0,fit-age-sex,0,25.0,50.52499999999999,25.0,50.52499999999999
0.05,fn,41.0,fit-age-sex,0,31.0,55.0,31.0,55.0
0.1,fn,56.0,fit-age-sex,0,42.95,69.52499999999999,42.95,69.52499999999999
0.2,fn,72.0,fit-age-sex,0,57.0,90.0,57.0,90.0
0.005,pp,2358.0,fit-age-sex,0,2296.0,2428.0,2296.0,2428.0
0.01,pp,1455.0,fit-age-sex,0,1395.0,1529.8749999999998,1395.0,1529.8749999999998
0.0141,pp,1106.0,fit-age-sex,0,1049.475,1159.525,1049.475,1159.525
0.02,pp,814.0,fit-age-sex,0,768.475,867.7249999999999,768.475,867.7249999999999
0.03,pp,570.0,fit-age-sex,0,524.375,616.7249999999999,524.375,616.7249999999999
0.04,pp,434.0,fit-age-sex,0,395.95,477.09999999999997,395.95,477.09999999999997
0.05,pp,343.0,fit-age-sex,0,310.95,374.09999999999997,310.95,374.09999999999997
0.1,pp,151.0,fit-age-sex,0,128.95,179.04999999999998,128.95,179.04999999999998
0.2,pp,53.0,fit-age-sex,0,36.95,69.0,36.95,69.0
0.005,pn,2642.0,fit-age-sex,0,2572.0,2704.0,2572.0,2704.0
0.01,pn,3545.0,fit-age-sex,0,3470.125,3605.0,3470.125,3605.0
0.0141,pn,3894.0,fit-age-sex,0,3840.475,3950.525,3840.475,3950.525
0.02,pn,4186.0,fit-age-sex,0,4132.275,4231.525,4132.275,4231.525
0.03,pn,4430.0,fit-age-sex,0,4383.275,4475.625,4383.275,4475.625
0.04,pn,4566.0,fit-age-sex,0,4522.9,4604.05,4522.9,4604.05
0.05,pn,4657.0,fit-age-sex,0,4625.9,4689.05,4625.9,4689.05
0.1,pn,4849.0,fit-age-sex,0,4820.95,4871.05,4820.95,4871.05
0.2,pn,4947.0,fit-age-sex,0,4931.0,4963.05,4931.0,4963.05
0.005,pp_per_cancer,28.409638554216865,fit-age-sex,0,23.245445544554457,35.75738919041158,23.245445544554457,35.75738919041158
0.01,pp_per_cancer,19.66216216216216,fit-age-sex,0,16.146003787878787,24.53419540229885,16.146003787878787,24.53419540229885
0.0141,pp_per_cancer,16.507462686567166,fit-age-sex,0,13.248271495071194,20.548135504201678,13.248271495071194,20.548135504201678
0.02,pp_per_cancer,13.129032258064516,fit-age-sex,0,10.477931519699812,16.41964705882353,10.477931519699812,16.41964705882353
0.03,pp_per_cancer,10.555555555555555,fit-age-sex,0,8.145748532289629,12.741898382204246,8.145748532289629,12.741898382204246
0.04,pp_per_cancer,8.857142857142858,fit-age-sex,0,7.092607526881721,11.425101626016255,7.092607526881721,11.425101626016255
0.05,pp_per_cancer,7.622222222222223,fit-age-sex,0,6.151608187134502,9.817666931637516,6.151608187134502,9.817666931637516
0.1,pp_per_cancer,5.033333333333333,fit-age-sex,0,3.8589815425181277,7.270113636363635,3.8589815425181277,7.270113636363635
0.2,pp_per_cancer,3.7857142857142856,fit-age-sex,0,2.6327083333333334,7.031249999999995,2.6327083333333334,7.031249999999995
0.005,pp1000,471.6,fit-age-sex,0,459.2,485.59999999999997,459.2,485.59999999999997
0.01,pp1000,291.0,fit-age-sex,0,279.0,305.97499999999997,279.0,305.97499999999997
0.0141,pp1000,221.20000000000002,fit-age-sex,0,209.89499999999998,231.905,209.89499999999998,231.905
0.02,pp1000,162.8,fit-age-sex,0,153.695,173.545,153.695,173.545
0.03,pp1000,114.0,fit-age-sex,0,104.875,123.34499999999998,104.875,123.34499999999998
0.04,pp1000,86.8,fit-age-sex,0,79.19,95.41999999999999,79.19,95.41999999999999
0.05,pp1000,68.6,fit-age-sex,0,62.19,74.82,62.19,74.82
0.1,pp1000,30.200000000000003,fit-age-sex,0,25.79,35.809999999999995,25.79,35.809999999999995
0.2,pp1000,10.6,fit-age-sex,0,7.39,13.799999999999999,7.39,13.799999999999999
0.005,pn1000,528.4,fit-age-sex,0,514.4,540.8,514.4,540.8
0.01,pn1000,709.0,fit-age-sex,0,694.025,721.0,694.025,721.0
0.0141,pn1000,778.8000000000001,fit-age-sex,0,768.095,790.105,768.095,790.105
0.02,pn1000,837.2,fit-age-sex,0,826.455,846.3050000000001,826.455,846.3050000000001
0.03,pn1000,886.0,fit-age-sex,0,876.6550000000001,895.1249999999999,876.6550000000001,895.1249999999999
0.04,pn1000,913.2,fit-age-sex,0,904.58,920.8100000000001,904.58,920.8100000000001
0.05,pn1000,931.4,fit-age-sex,0,925.18,937.8100000000001,925.18,937.8100000000001
0.1,pn1000,969.8,fit-age-sex,0,964.19,974.21,964.19,974.21
