model,threshold,metric_name,metric_value,model_name,m,q025,q975,ci_low,ci_high
all,0.2,tp1000,17.2,all,0,13.6,21.009999999999998,13.6,21.009999999999998
none,0.005,tp1000,0.0,none,0,0.0,0.0,0.0,0.0
none,0.01,tp1000,0.0,none,0,0.0,0.0,0.0,0.0
none,0.0141,tp1000,0.0,none,0,0.0,0.0,0.0,0.0
none,0.02,tp1000,0.0,none,0,0.0,0.0,0.0,0.0
none,0.03,tp1000,0.0,none,0,0.0,0.0,0.0,0.0
none,0.04,tp1000,0.0,none,0,0.0,0.0,0.0,0.0
none,0.05,tp1000,0.0,none,0,0.0,0.0,0.0,0.0
none,0.1,tp1000,0.0,none,0,0.0,0.0,0.0,0.0
none,0.2,tp1000,0.0,none,0,0.0,0.0,0.0,0.0
all,0.005,fp1000,982.8,all,0,978.9899999999999,986.4000000000001,978.9899999999999,986.4000000000001
all,0.01,fp1000,982.8,all,0,978.9899999999999,986.4000000000001,978.9899999999999,986.4000000000001
all,0.0141,fp1000,982.8,all,0,978.9899999999999,986.4000000000001,978.9899999999999,986.4000000000001
all,0.02,fp1000,982.8,all,0,978.9899999999999,986.4000000000001,978.9899999999999,986.4000000000001
all,0.03,fp1000,982.8,all,0,978.9899999999999,986.4000000000001,978.9899999999999,986.4000000000001
all,0.04,fp1000,982.8,all,0,978.9899999999999,986.4000000000001,978.9899999999999,986.4000000000001
all,0.05,fp1000,982.8,all,0,978.9899999999999,986.4000000000001,978.9899999999999,986.4000000000001
all,0.1,fp1000,982.8,all,0,978.9899999999999,986.4000000000001,978.9899999999999,986.4000000000001
all,0.2,fp1000,982.8,all,0,978.9899999999999,986.4000000000001,978.9899999999999,986.4000000000001
none,0.005,fp1000,0.0,none,0,0.0,0.0,0.0,0.0
none,0.01,fp1000,0.0,none,0,0.0,0.0,0.0,0.0
none,0.0141,fp1000,0.0,none,0,0.0,0.0,0.0,0.0
none,0.02,fp1000,0.0,none,0,0.0,0.0,0.0,0.0
none,0.03,fp1000,0.0,none,0,0.0,0.0,0.0,0.0
none,0.04,fp1000,0.0,none,0,0.0,0.0,0.0,0.0
none,0.05,fp1000,0.0,none,0,0.0,0.0,0.0,0.0
none,0.1,fp1000,0.0,none,0,0.0,0.0,0.0,0.0
none,0.2,fp1000,0.0,none,0,0.0,0.0,0.0,0.0
all,0.005,tn1000,0.0,all,0,0.0,0.0,0.0,0.0
all,0.01,tn1000,0.0,all,0,0.0,0.0,0.0,0.0
all,0.0141,tn1000,0.0,all,0,0.0,0.0,0.0,0.0
all,0.02,tn1000,0.0,all,0,0.0,0.0,0.0,0.0
all,0.03,tn1000,0.0,all,0,0.0,0.0,0.0,0.0
all,0.04,tn1000,0.0,all,0,0.0,0.0,0.0,0.0
all,0.05,tn1000,0.0,all,0,0.0,0.0,0.0,0.0
all,0.1,tn1000,0.0,all,0,0.0,0.0,0.0,0.0
all,0.2,tn1000,0.0,all,0,0.0,0.0,0.0,0.0
none,0.005,tn1000,982.8,none,0,978.9899999999999,986.4000000000001,978.9899999999999,986.4000000000001
none,0.01,tn1000,982.8,none,0,978.9899999999999,986.4000000000001,978.9899999999999,986.4000000000001
none,0.0141,tn1000,982.8,none,0,978.9899999999999,986.4000000000001,978.9899999999999,986.4000000000001
none,0.02,tn1000,982.8,none,0,978.9899999999999,986.4000000000001,978.9899999999999,986.4000000000001
none,0.03,tn1000,982.8,none,0,978.9899999999999,986.4000000000001,978.9899999999999,986.4000000000001
none,0.04,tn1000,982.8,none,0,978.9899999999999,986.4000000000001,978.9899999999999,986.4000000000001
none,0.05,tn1000,982.8,none,0,978.9899999999999,986.4000000000001,978.9899999999999,986.4000000000001
none,0.1,tn1000,982.8,none,0,978.9899999999999,986.4000000000001,978.9899999999999,986.4000000000001
none,0.2,tn1000,982.8,none,0,978.9899999999999,986.4000000000001,978.9899999999999,986.4000000000001
all,0.005,fn1000,0.0,all,0,0.0,0.0,0.0,0.0
all,0.01,fn1000,0.0,all,0,0.0,0.0,0.0,0.0
all,0.0141,fn1000,0.0,all,0,0.0,0.0,0.0,0.0
all,0.02,fn1000,0.0,all,0,0.0,0.0,0.0,0.0
all,0.03,fn1000,0.0,all,0,0.0,0.0,0.0,0.0
all,0.04,fn1000,0.0,all,0,0.0,0.0,0.0,0.0
all,0.05,fn1000,0.0,all,0,0.0,0.0,0.0,0.0
all,0.1,fn1000,0.0,all,0,0.0,0.0,0.0,0.0
all,0.2,fn1000,0.0,all,0,0.0,0.0,0.0,0.0
none,0.005,fn1000,17.2,none,0,13.6,21.009999999999998,13.6,21.009999999999998
none,0.01,fn1000,17.2,none,0,13.6,21.009999999999998,13.6,21.009999999999998
none,0.0141,fn1000,17.2,none,0,13.6,21.009999999999998,13.6,21.009999999999998
none,0.02,fn1000,17.2,none,0,13.6,21.009999999999998,13.6,21.009999999999998
none,0.03,fn1000,17.2,none,0,13.6,21.009999999999998,13.6,21.009999999999998
none,0.04,fn1000,17.2,none,0,13.6,21.009999999999998,13.6,21.009999999999998
none,0.05,fn1000,17.2,none,0,13.6,21.009999999999998,13.6,21.009999999999998
none,0.1,fn1000,17.2,none,0,13.6,21.009999999999998,13.6,21.009999999999998
none,0.2,fn1000,17.2,none,0,13.6,21.009999999999998,13.6,21.009999999999998
fit10,0.005,n,5000.0,fit10,0,5000.0,5000.0,5000.0,5000.0
fit10,0.01,n,5000.0,fit10,0,5000.0,5000.0,5000.0,5000.0
fit10,0.0141,n,5000.0,fit10,0,5000.0,5000.0,5000.0,5000.0
fit10,0.02,n,5000.0,fit10,0,5000.0,5000.0,5000.0,5000.0
fit10,0.03,n,5000.0,fit10,0,5000.0,5000.0,5000.0,5000.0
fit10,0.04,n,5000.0,fit10,0,5000.0,5000.0,5000.0,5000.0
fit10,0.05,n,5000.0,fit10,0,5000.0,5000.0,5000.0,5000.0
fit10,0.1,n,5000.0,fit10,0,5000.0,5000.0,5000.0,5000.0
fit10,0.2,n,5000.0,fit10,0,5000.0,5000.0,5000.0,5000.0
fit10,0.005,prevalence,0.0172,fit10,0,0.0136,0.021009999999999997,0.0136,0.021009999999999997
fit10,0.01,prevalence,0.0172,fit10,0,0.0136,0.021009999999999997,0.0136,0.021009999999999997
fit10,0.0141,prevalence,0.0172,fit10,0,0.0136,0.021009999999999997,0.0136,0.021009999999999997
fit10,0.02,prevalence,0.0172,fit10,0,0.0136,0.021009999999999997,0.0136,0.021009999999999997
fit10,0.03,prevalence,0.0172,fit10,0,0.0136,0.021009999999999997,0.0136,0.021009999999999997
fit10,0.04,prevalence,0.0172,fit10,0,0.0136,0.021009999999999997,0.0136,0.021009999999999997
fit10,0.05,prevalence,0.0172,fit10,0,0.0136,0.021009999999999997,0.0136,0.021009999999999997
fit10,0.1,prevalence,0.0172,fit10,0,0.0136,0.021009999999999997,0.0136,0.021009999999999997
fit10,0.2,prevalence,0.0172,fit10,0,0.0136,0.021009999999999997,0.0136,0.021009999999999997
fit10,0.005,harm,0.0,fit10,0,0.0,0.0,0.0,0.0
fit10,0.01,harm,0.0,fit10,0,0.0,0.0,0.0,0.0
fit10,0.0141,harm,0.0,fit10,0,0.0,0.0,0.0,0.0
fit10,0.02,harm,0.0,fit10,0,0.0,0.0,0.0,0.0
fit10,0.03,harm,0.0,fit10,0,0.0,0.0,0.0,0.0
fit10,0.04,harm,0.0,fit10,0,0.0,0.0,0.0,0.0
fit10,0.05,harm,0.0,fit10,0,0.0,0.0,0.0,0.0
fit10,0.1,harm,0.0,fit10,0,0.0,0.0,0.0,0.0
fit10,0.2,harm,0.0,fit10,0,0.0,0.0,0.0,0.0
fit10,0.005,test_pos_rate,0.2506,fit10,0,0.23915,0.26175499999999996,0.23915,0.26175499999999996
fit10,0.01,test_pos_rate,0.2506,fit10,0,0.23915,0.26175499999999996,0.23915,0.26175499999999996
fit10,0.0141,test_pos_rate,0.2506,fit10,0,0.23915,0.26175499999999996,0.23915,0.26175499999999996
fit10,0.02,test_pos_rate,0.2506,fit10,0,0.23915,0.26175499999999996,0.23915,0.26175499999999996
fit10,0.03,test_pos_rate,0.2506,fit10,0,0.23915,0.26175499999999996,0.23915,0.26175499999999996
fit10,0.04,test_pos_rate,0.2506,fit10,0,0.23915,0.26175499999999996,0.23915,0.26175499999999996
fit10,0.05,test_pos_rate,0.2506,fit10,0,0.23915,0.26175499999999996,0.23915,0.26175499999999996
fit10,0.1,test_pos_rate,0.2506,fit10,0,0.23915,0.26175499999999996,0.23915,0.26175499999999996
fit10,0.2,test_pos_rate,0.2506,fit10,0,0.23915,0.26175499999999996,0.23915,0.26175499999999996
fit10,0.005,tp_rate,0.014,fit10,0,0.011,0.01741,0.011,0.01741
fit10,0.01,tp_rate,0.014,fit10,0,0.011,0.01741,0.011,0.01741
fit10,0.0141,tp_rate,0.014,fit10,0,0.011,0.01741,0.011,0.01741
fit10,0.02,tp_rate,0.014,fit10,0,0.011,0.01741,0.011,0.01741
fit10,0.03,tp_rate,0.014,fit10,0,0.011,0.01741,0.011,0.01741
fit10,0.04,tp_rate,0.014,fit10,0,0.011,0.01741,0.011,0.01741
fit10,0.05,tp_rate,0.014,fit10,0,0.011,0.01741,0.011,0.01741
fit10,0.1,tp_rate,0.014,fit10,0,0.011,0.01741,0.011,0.01741
fit10,0.2,tp_rate,0.014,fit10,0,0.011,0.01741,0.011,0.01741
fit10,0.005,fp_rate,0.23659999999999998,fit10,0,0.2256,0.24851499999999999,0.2256,0.24851499999999999
fit10,0.01,fp_rate,0.23659999999999998,fit10,0,0.2256,0.24851499999999999,0.2256,0.24851499999999999
fit10,0.0141,fp_rate,0.23659999999999998,fit10,0,0.2256,0.24851499999999999,0.2256,0.24851499999999999
fit10,0.02,fp_rate,0.23659999999999998,fit10,0,0.2256,0.24851499999999999,0.2256,0.24851499999999999
fit10,0.03,fp_rate,0.23659999999999998,fit10,0,0.2256,0.24851499999999999,0.2256,0.24851499999999999
fit10,0.04,fp_rate,0.23659999999999998,fit10,0,0.2256,0.24851499999999999,0.2256,0.24851499999999999
fit10,0.05,fp_rate,0.23659999999999998,fit10,0,0.2256,0.24851499999999999,0.2256,0.24851499999999999
fit10,0.1,fp_rate,0.23659999999999998,fit10,0,0.2256,0.24851499999999999,0.2256,0.24851499999999999
fit10,0.2,fp_rate,0.23659999999999998,fit10,0,0.2256,0.24851499999999999,0.2256,0.24851499999999999
fit10,0.005,net_benefit,0.01281105527638191,fit10,0,0.00981889447236181,0.016209572864321606,0.00981889447236181,0.016209572864321606
fit10,0.01,net_benefit,0.011610101010101011,fit10,0,0.008625858585858584,0.014997020202020199,0.008625858585858584,0.014997020202020199
fit10,0.0141,net_benefit,0.010616228826452988,fit10,0,0.007638539405619231,0.013993549548635763,0.007638539405619231,0.013993549548635763
fit10,0.02,net_benefit,0.009171428571428572,fit10,0,0.006203265306122448,0.012534795918367345,0.006203265306122448,0.012534795918367345
fit10,0.03,net_benefit,0.006682474226804125,fit10,0,0.003730721649484535,0.010021804123711339,0.003730721649484535,0.010021804123711339
fit10,0.04,net_benefit,0.004141666666666667,fit10,0,0.0012416666666666635,0.007456458333333332,0.0012416666666666635,0.007456458333333332
fit10,0.05,net_benefit,0.0015473684210526324,fit10,0,-0.0013163157894736858,0.004837105263157894,-0.0013163157894736858,0.004837105263157894
fit10,0.1,net_benefit,-0.012288888888888889,fit10,0,-0.015314444444444448,-0.008911111111111114,-0.015314444444444448,-0.008911111111111114
fit10,0.2,net_benefit,-0.045149999999999996,fit10,0,-0.049002500000000004,-0.04127375,-0.049002500000000004,-0.04127375
fit10,0.005,net_intervention_avoided,0.10940000000000033,fit10,0,-0.17154999999999976,0.3903249999999998,-0.17154999999999976,0.3903249999999998
fit10,0.01,net_intervention_avoided,0.4294000000000003,fit10,0,0.28845,0.570325,0.28845,0.570325
fit10,0.0141,net_intervention_avoided,0.522449645390071,fit10,0,0.422208865248227,0.6226654255319147,0.422208865248227,0.6226654255319147
fit10,0.02,net_intervention_avoided,0.5894000000000001,fit10,0,0.5176900000000001,0.6603249999999999,0.5176900000000001,0.6603249999999999
fit10,0.03,net_intervention_avoided,0.6427333333333334,fit10,0,0.5927733333333334,0.6903250000000001,0.5927733333333334,0.6903250000000001
fit10,0.04,net_intervention_avoided,0.6694000000000001,fit10,0,0.630285,0.704705,0.630285,0.704705
fit10,0.05,net_intervention_avoided,0.6854,fit10,0,0.65276,0.7138000000000001,0.65276,0.7138000000000001
fit10,0.1,net_intervention_avoided,0.7173999999999999,fit10,0,0.695685,0.733305,0.695685,0.733305
fit10,0.2,net_intervention_avoided,0.7334,fit10,0,0.7190449999999999,0.745905,0.7190449999999999,0.745905
fit10,0.005,pp,1253.0,fit10,0,1195.75,1308.7749999999999,1195.75,1308.7749999999999
fit10,0.01,pp,1253.0,fit10,0,1195.75,1308.7749999999999,1195.75,1308.7749999999999
fit10,0.0141,pp,1253.0,fit10,0,1195.75,1308.7749999999999,1195.75,1308.7749999999999
fit10,0.02,pp,1253.0,fit10,0,1195.75,1308.7749999999999,1195.75,1308.7749999999999
fit10,0.03,pp,1253.0,fit10,0,1195.75,1308.7749999999999,1195.75,1308.7749999999999
fit10,0.04,pp,1253.0,fit10,0,1195.75,1308.7749999999999,1195.75,1308.7749999999999
fit10,0.05,pp,1253.0,fit10,0,1195.75,1308.7749999999999,1195.75,1308.7749999999999
fit10,0.1,pp,1253.0,fit10,0,1195.75,1308.7749999999999,1195.75,1308.7749999999999
fit10,0.2,pp,1253.0,fit10,0,1195.75,1308.7749999999999,1195.75,1308.7749999999999
fit10,0.005,pn,3747.0,fit10,0,3691.225,3804.25,3691.225,3804.25
fit10,0.01,pn,3747.0,fit10,0,3691.225,3804.25,3691.225,3804.25
fit10,0.0141,pn,3747.0,fit10,0,3691.225,3804.25,3691.225,3804.25
fit10,0.02,pn,3747.0,fit10,0,3691.225,3804.25,3691.225,3804.25
fit10,0.03,pn,3747.0,fit10,0,3691.225,3804.25,3691.225,3804.25
fit10,0.04,pn,3747.0,fit10,0,3691.225,3804.25,3691.225,3804.25
fit10,0.05,pn,3747.0,fit10,0,3691.225,3804.25,3691.225,3804.25
fit10,0.1,pn,3747.0,fit10,0,3691.225,3804.25,3691.225,3804.25
fit10,0.2,pn,3747.0,fit10,0,3691.225,3804.25,3691.225,3804.25
fit10,0.005,tp,70.0,fit10,0,55.0,87.04999999999998,55.0,87.04999999999998
fit10,0.01,tp,70.0,fit10,0,55.0,87.04999999999998,55.0,87.04999999999998
fit10,0.0141,tp,70.0,fit10,0,55.0,87.04999999999998,55.0,87.04999999999998
fit10,0.02,tp,70.0,fit10,0,55.0,87.04999999999998,55.0,87.04999999999998
fit10,0.03,tp,70.0,fit10,0,55.0,87.04999999999998,55.0,87.04999999999998
fit10,0.04,tp,70.0,fit10,0,55.0,87.04999999999998,55.0,87.04999999999998
fit10,0.05,tp,70.0,fit10,0,55.0,87.04999999999998,55.0,87.04999999999998
fit10,0.1,tp,70.0,fit10,0,55.0,87.04999999999998,55.0,87.04999999999998
fit10,0.2,tp,70.0,fit10,0,55.0,87.04999999999998,55.0,87.04999999999998
fit10,0.005,fp,1182.9999999999998,fit10,0,1128.0,1242.575,1128.0,1242.575
fit10,0.01,fp,1182.9999999999998,fit10,0,1128.0,1242.575,1128.0,1242.575
fit10,0.0141,fp,1182.9999999999998,fit10,0,1128.0,1242.575,1128.0,1242.575
fit10,0.02,fp,1182.9999999999998,fit10,0,1128.0,1242.575,1128.0,1242.575
fit10,0.03,fp,1182.9999999999998,fit10,0,1128.0,1242.575,1128.0,1242.575
fit10,0.04,fp,1182.9999999999998,fit10,0,1128.0,1242.575,1128.0,1242.575
fit10,0.05,fp,1182.9999999999998,fit10,0,1128.0,1242.575,1128.0,1242.575
fit10,0.1,fp,1182.9999999999998,fit10,0,1128.0,1242.575,1128.0,1242.575
fit10,0.2,fp,1182.9999999999998,fit10,0,1128.0,1242.575,1128.0,1242.575
fit10,0.005,tn,3731.0,fit10,0,3674.325,3788.15,3674.325,3788.15
fit10,0.01,tn,3731.0,fit10,0,3674.325,3788.15,3674.325,3788.15
fit10,0.0141,tn,3731.0,fit10,0,3674.325,3788.15,3674.325,3788.15
fit10,0.02,tn,3731.0,fit10,0,3674.325,3788.15,3674.325,3788.15
fit10,0.03,tn,3731.0,fit10,0,3674.325,3788.15,3674.325,3788.15
fit10,0.04,tn,3731.0,fit10,0,3674.325,3788.15,3674.325,3788.15
fit10,0.05,tn,3731.0,fit10,0,3674.325,3788.15,3674.325,3788.15
fit10,0.1,tn,3731.0,fit10,0,3674.325,3788.15,3674.325,3788.15
fit10,0.2,tn,3731.0,fit10,0,3674.325,3788.15,3674.325,3788.15
fit10,0.005,fn,16.0,fit10,0,9.000000000000004,23.0,9.000000000000004,23.0
fit10,0.01,fn,16.0,fit10,0,9.000000000000004,23.0,9.000000000000004,23.0
fit10,0.0141,fn,16.0,fit10,0,9.000000000000004,23.0,9.000000000000004,23.0
fit10,0.02,fn,16.0,fit10,0,9.000000000000004,23.0,9.000000000000004,23.0
fit10,0.03,fn,16.0,fit10,0,9.000000000000004,23.0,9.000000000000004,23.0
fit10,0.04,fn,16.0,fit10,0,9.000000000000004,23.0,9.000000000000004,23.0
fit10,0.05,fn,16.0,fit10,0,9.000000000000004,23.0,9.000000000000004,23.0
fit10,0.1,fn,16.0,fit10,0,9.000000000000004,23.0,9.000000000000004,23.0
fit10,0.2,fn,16.0,fit10,0,9.000000000000004,23.0,9.000000000000004,23.0
fit10,0.005,test_neg_rate,0.7494,fit10,0,0.7382449999999999,0.76085,0.7382449999999999,0.76085
fit10,0.01,test_neg_rate,0.7494,fit10,0,0.7382449999999999,0.76085,0.7382449999999999,0.76085
fit10,0.0141,test_neg_rate,0.7494,fit10,0,0.7382449999999999,0.76085,0.7382449999999999,0.76085
fit10,0.02,test_neg_rate,0.7494,fit10,0,0.7382449999999999,0.76085,0.7382449999999999,0.76085
fit10,0.03,test_neg_rate,0.7494,fit10,0,0.7382449999999999,0.76085,0.7382449999999999,0.76085
fit10,0.04,test_neg_rate,0.7494,fit10,0,0.7382449999999999,0.76085,0.7382449999999999,0.76085
fit10,0.05,test_neg_rate,0.7494,fit10,0,0.7382449999999999,0.76085,0.7382449999999999,0.76085
fit10,0.1,test_neg_rate,0.7494,fit10,0,0.7382449999999999,0.76085,0.7382449999999999,0.76085
fit10,0.2,test_neg_rate,0.7494,fit10,0,0.7382449999999999,0.76085,0.7382449999999999,0.76085
fit10,0.005,tn_rate,0.7462,fit10,0,0.734865,0.75763,0.734865,0.75763
fit10,0.01,tn_rate,0.7462,fit10,0,0.734865,0.75763,0.734865,0.75763
fit10,0.0141,tn_rate,0.7462,fit10,0,0.734865,0.75763,0.734865,0.75763
fit10,0.02,tn_rate,0.7462,fit10,0,0.734865,0.75763,0.734865,0.75763
fit10,0.03,tn_rate,0.7462,fit10,0,0.734865,0.75763,0.734865,0.75763
fit10,0.04,tn_rate,0.7462,fit10,0,0.734865,0.75763,0.734865,0.75763
fit10,0.05,tn_rate,0.7462,fit10,0,0.734865,0.75763,0.734865,0.75763
fit10,0.1,tn_rate,0.7462,fit10,0,0.734865,0.75763,0.734865,0.75763
fit10,0.2,tn_rate,0.7462,fit10,0,0.734865,0.75763,0.734865,0.75763
fit10,0.005,fn_rate,0.0032,fit10,0,0.0018000000000000006,0.0046,0.0018000000000000006,0.0046
fit10,0.01,fn_rate,0.0032,fit10,0,0.0018000000000000006,0.0046,0.0018000000000000006,0.0046
fit10,0.0141,fn_rate,0.0032,fit10,0,0.0018000000000000006,0.0046,0.0018000000000000006,0.0046
fit10,0.02,fn_rate,0.0032,fit10,0,0.0018000000000000006,0.0046,0.0018000000000000006,0.0046
fit10,0.03,fn_rate,0.0032,fit10,0,0.0018000000000000006,0.0046,0.0018000000000000006,0.0046
fit10,0.04,fn_rate,0.0032,fit10,0,0.0018000000000000006,0.0046,0.0018000000000000006,0.0046
fit10,0.05,fn_rate,0.0032,fit10,0,0.0018000000000000006,0.0046,0.0018000000000000006,0.0046
fit10,0.1,fn_rate,0.0032,fit10,0,0.0018000000000000006,0.0046,0.0018000000000000006,0.0046
fit10,0.2,fn_rate,0.0032,fit10,0,0.0018000000000000006,0.0046,0.0018000000000000006,0.0046
fit10,0.005,pp1000,250.6,fit10,0,239.14999999999998,261.755,239.14999999999998,261.755
fit10,0.01,pp1000,250.6,fit10,0,239.14999999999998,261.755,239.14999999999998,261.755
fit10,0.0141,pp1000,250.6,fit10,0,239.14999999999998,261.755,239.14999999999998,261.755
fit10,0.02,pp1000,250.6,fit10,0,239.14999999999998,261.755,239.14999999999998,261.755
fit10,0.03,pp1000,250.6,fit10,0,239.14999999999998,261.755,239.14999999999998,261.755
fit10,0.04,pp1000,250.6,fit10,0,239.14999999999998,261.755,239.14999999999998,261.755
fit10,0.05,pp1000,250.6,fit10,0,239.14999999999998,261.755,239.14999999999998,261.755
fit10,0.1,pp1000,250.6,fit10,0,239.14999999999998,261.755,239.14999999999998,261.755
fit10,0.2,pp1000,250.6,fit10,0,239.14999999999998,261.755,239.14999999999998,261.755
fit10,0.005,pn1000,749.4,fit10,0,738.245,760.85,738.245,760.85
fit10,0.01,pn1000,749.4,fit10,0,738.245,760.85,738.245,760.85
fit10,0.0141,pn1000,749.4,fit10,0,738.245,760.85,738.245,760.85
fit10,0.02,pn1000,749.4,fit10,0,738.245,760.85,738.245,760.85
fit10,0.03,pn1000,749.4,fit10,0,738.245,760.85,738.245,760.85
fit10,0.04,pn1000,749.4,fit10,0,738.245,760.85,738.245,760.85
fit10,0.05,pn1000,749.4,fit10,0,738.245,760.85,738.245,760.85
fit10,0.1,pn1000,749.4,fit10,0,738.245,760.85,738.245,760.85
fit10,0.2,pn1000,749.4,fit10,0,738.245,760.85,738.245,760.85
fit10,0.005,tp1000,14.0,fit10,0,11.0,17.409999999999997,11.0,17.409999999999997
fit10,0.01,tp1000,14.0,fit10,0,11.0,17.409999999999997,11.0,17.409999999999997
fit10,0.0141,tp1000,14.0,fit10,0,11.0,17.409999999999997,11.0,17.409999999999997
fit10,0.02,tp1000,14.0,fit10,0,11.0,17.409999999999997,11.0,17.409999999999997
fit10,0.03,tp1000,14.0,fit10,0,11.0,17.409999999999997,11.0,17.409999999999997
fit10,0.04,tp1000,14.0,fit10,0,11.0,17.409999999999997,11.0,17.409999999999997
fit10,0.05,tp1000,14.0,fit10,0,11.0,17.409999999999997,11.0,17.409999999999997
fit10,0.1,tp1000,14.0,fit10,0,11.0,17.409999999999997,11.0,17.409999999999997
fit10,0.2,tp1000,14.0,fit10,0,11.0,17.409999999999997,11.0,17.409999999999997
fit10,0.005,fp1000,236.59999999999997,fit10,0,225.6,248.515,225.6,248.515
fit10,0.01,fp1000,236.59999999999997,fit10,0,225.6,248.515,225.6,248.515
fit10,0.0141,fp1000,236.59999999999997,fit10,0,225.6,248.515,225.6,248.515
fit10,0.02,fp1000,236.59999999999997,fit10,0,225.6,248.515,225.6,248.515
fit10,0.03,fp1000,236.59999999999997,fit10,0,225.6,248.515,225.6,248.515
fit10,0.04,fp1000,236.59999999999997,fit10,0,225.6,248.515,225.6,248.515
fit10,0.05,fp1000,236.59999999999997,fit10,0,225.6,248.515,225.6,248.515
fit10,0.1,fp1000,236.59999999999997,fit10,0,225.6,248.515,225.6,248.515
fit10,0.2,fp1000,236.59999999999997,fit10,0,225.6,248.515,225.6,248.515
fit10,0.005,tn1000,746.1999999999999,fit10,0,734.865,757.63,734.865,757.63
fit10,0.01,tn1000,746.1999999999999,fit10,0,734.865,757.63,734.865,757.63
fit10,0.0141,tn1000,746.1999999999999,fit10,0,734.865,757.63,734.865,757.63
fit10,0.02,tn1000,746.1999999999999,fit10,0,734.865,757.63,734.865,757.63
fit10,0.03,tn1000,746.1999999999999,fit10,0,734.865,757.63,734.865,757.63
fit10,0.04,tn1000,746.1999999999999,fit10,0,734.865,757.63,734.865,757.63
fit10,0.05,tn1000,746.1999999999999,fit10,0,734.865,757.63,734.865,757.63
fit10,0.1,tn1000,746.1999999999999,fit10,0,734.865,757.63,734.865,757.63
fit10,0.2,tn1000,746.1999999999999,fit10,0,734.865,757.63,734.865,757.63
fit10,0.005,fn1000,3.2,fit10,0,1.8000000000000007,4.6,1.8000000000000007,4.6
fit10,0.01,fn1000,3.2,fit10,0,1.8000000000000007,4.6,1.8000000000000007,4.6
fit10,0.0141,fn1000,3.2,fit10,0,1.8000000000000007,4.6,1.8000000000000007,4.6
fit10,0.02,fn1000,3.2,fit10,0,1.8000000000000007,4.6,1.8000000000000007,4.6
fit10,0.03,fn1000,3.2,fit10,0,1.8000000000000007,4.6,1.8000000000000007,4.6
fit10,0.04,fn1000,3.2,fit10,0,1.8000000000000007,4.6,1.8000000000000007,4.6
fit10,0.05,fn1000,3.2,fit10,0,1.8000000000000007,4.6,1.8000000000000007,4.6
fit10,0.1,fn1000,3.2,fit10,0,1.8000000000000007,4.6,1.8000000000000007,4.6
fit10,0.2,fn1000,3.2,fit10,0,1.8000000000000007,4.6,1.8000000000000007,4.6
model,0.005,n,5000.0,fit-age-sex-bloods,0,5000.0,5000.0,5000.0,5000.0
model,0.01,n,5000.0,fit-age-sex-bloods,0,5000.0,5000.0,5000.0,5000.0
model,0.0141,n,5000.0,fit-age-sex-bloods,0,5000.0,5000.0,5000.0,5000.0
model,0.02,n,5000.0,fit-age-sex-bloods,0,5000.0,5000.0,5000.0,5000.0
model,0.03,n,5000.0,fit-age-sex-bloods,0,5000.0,5000.0,5000.0,5000.0
model,0.04,n,5000.0,fit-age-sex-bloods,0,5000.0,5000.0,5000.0,5000.0
model,0.05,n,5000.0,fit-age-sex-bloods,0,5000.0,5000.0,5000.0,5000.0
model,0.1,n,5000.0,fit-age-sex-bloods,0,5000.0,5000.0,5000.0,5000.0
model,0.2,n,5000.0,fit-age-sex-bloods,0,5000.0,5000.0,5000.0,5000.0
model,0.005,prevalence,0.0172,fit-age-sex-bloods,0,0.0136,0.021009999999999997,0.0136,0.021009999999999997
model,0.01,prevalence,0.0172,fit-age-sex-bloods,0,0.0136,0.021009999999999997,0.0136,0.021009999999999997
model,0.0141,prevalence,0.0172,fit-age-sex-bloods,0,0.0136,0.021009999999999997,0.0136,0.021009999999999997
model,0.02,prevalence,0.0172,fit-age-sex-bloods,0,0.0136,0.021009999999999997,0.0136,0.021009999999999997
model,0.03,prevalence,0.0172,fit-age-sex-bloods,0,0.0136,0.021009999999999997,0.0136,0.021009999999999997
model,0.04,prevalence,0.0172,fit-age-sex-bloods,0,0.0136,0.021009999999999997,0.0136,0.021009999999999997
model,0.05,prevalence,0.0172,fit-age-sex-bloods,0,0.0136,0.021009999999999997,0.0136,0.021009999999999997
model,0.1,prevalence,0.0172,fit-age-sex-bloods,0,0.0136,0.021009999999999997,0.0136,0.021009999999999997
model,0.2,prevalence,0.0172,fit-age-sex-bloods,0,0.0136,0.021009999999999997,0.0136,0.021009999999999997
model,0.005,harm,0.0,fit-age-sex-bloods,0,0.0,0.0,0.0,0.0
model,0.01,harm,0.0,fit-age-sex-bloods,0,0.0,0.0,0.0,0.0
model,0.0141,harm,0.0,fit-age-sex-bloods,0,0.0,0.0,0.0,0.0
model,0.02,harm,0.0,fit-age-sex-bloods,0,0.0,0.0,0.0,0.0
model,0.03,harm,0.0,fit-age-sex-bloods,0,0.0,0.0,0.0,0.0
model,0.04,harm,0.0,fit-age-sex-bloods,0,0.0,0.0,0.0,0.0
model,0.05,harm,0.0,fit-age-sex-bloods,0,0.0,0.0,0.0,0.0
model,0.1,harm,0.0,fit-age-sex-bloods,0,0.0,0.0,0.0,0.0
model,0.2,harm,0.0,fit-age-sex-bloods,0,0.0,0.0,0.0,0.0
