sens,metric_name,metric_value,model_name,m,q025,q975,ci_low,ci_high
0.99,ppv,0.02257074233724093,fit-age-sex-bloods,0,0.01922233557840708,0.049597350822652174,0.01922233557840708,0.049597350822652174
0.95,ppv,0.043720233317279394,fit-age-sex-bloods,0,0.02249783518738781,0.06560867966007869,0.02249783518738781,0.06560867966007869
0.9,ppv,0.049634474797999234,fit-age-sex-bloods,0,0.038925321620162344,0.08142547994189002,0.038925321620162344,0.08142547994189002
0.85,ppv,0.06322982440965315,fit-age-sex-bloods,0,0.04465396816839004,0.08746916218597035,0.04465396816839004,0.08746916218597035
0.813953488372093,ppv,0.06986027944111776,fit-age-sex-bloods,0,0.06862745098039216,0.06862745098039216,0.06862745098039216,0.06862745098039216
0.8,ppv,0.07496186533013728,fit-age-sex-bloods,0,0.05249610840472591,0.11288031696194958,0.05249610840472591,0.11288031696194958
0.5,ppv,0.17479674796747968,fit-age-sex-bloods,0,0.11989910813823858,0.2743320693547918,0.11989910813823858,0.2743320693547918
0.99,npv,0.9992995944163016,fit-age-sex-bloods,0,0.9991842528410162,0.9996915969716795,0.9991842528410162,0.9996915969716795
0.95,npv,0.9986267684348353,fit-age-sex-bloods,0,0.9973526665049945,0.9988370205928384,0.9973526665049945,0.9988370205928384
0.9,npv,0.9975004359704703,fit-age-sex-bloods,0,0.9968523182821911,0.9981187276914852,0.9968523182821911,0.9981187276914852
0.85,npv,0.9966440334035744,fit-age-sex-bloods,0,0.995931080541412,0.997424991691748,0.995931080541412,0.997424991691748
0.813953488372093,npv,0.9959979989994997,fit-age-sex-bloods,0,0.9959798994974874,0.9959798994974874,0.9959798994974874,0.9959798994974874
0.8,npv,0.9957865856645927,fit-age-sex-bloods,0,0.9947224811293277,0.9967908316582159,0.9947224811293277,0.9967908316582159
0.5,npv,0.9909549852755575,fit-age-sex-bloods,0,0.9888480539597304,0.9928779675428026,0.9888480539597304,0.9928779675428026
0.99,tp,85.14,fit-age-sex-bloods,0,67.32,103.99949999999998,67.32,103.99949999999998
0.95,tp,81.7,fit-age-sex-bloods,0,64.6,99.79749999999997,64.6,99.79749999999997
0.9,tp,77.4,fit-age-sex-bloods,0,61.2,94.54499999999999,61.2,94.54499999999999
0.85,tp,73.1,fit-age-sex-bloods,0,57.8,89.29249999999998,57.8,89.29249999999998
0.813953488372093,tp,70.0,fit-age-sex-bloods,0,70.0,70.0,70.0,70.0
0.8,tp,68.8,fit-age-sex-bloods,0,54.400000000000006,84.03999999999999,54.400000000000006,84.03999999999999
0.5,tp,43.0,fit-age-sex-bloods,0,34.0,52.52499999999999,34.0,52.52499999999999
0.99,fp,3687.0,fit-age-sex-bloods,0,1801.9,3725.2,1801.9,3725.2
0.95,fp,1787.0,fit-age-sex-bloods,0,1207.225,3103.0249999999996,1207.225,3103.0249999999996
0.9,fp,1482.0,fit-age-sex-bloods,0,938.2,1796.3,938.2,1796.3
0.85,fp,1083.0,fit-age-sex-bloods,0,803.65,1491.7499999999998,803.65,1491.7499999999998
0.813953488372093,fp,932.0,fit-age-sex-bloods,0,950.0,950.0,950.0,950.0
0.8,fp,849.0,fit-age-sex-bloods,0,575.8,1129.0,575.8,1129.0
0.5,fp,203.0,fit-age-sex-bloods,0,129.475,295.04999999999995,129.475,295.04999999999995
0.99,tn,1227.0,fit-age-sex-bloods,0,1194.8,3103.399999999999,1194.8,3103.399999999999
0.95,tn,3127.0,fit-age-sex-bloods,0,1819.025,3704.25,1819.025,3704.25
0.9,tn,3432.0,fit-age-sex-bloods,0,3125.725,3967.6,3125.725,3967.6
0.85,tn,3831.0,fit-age-sex-bloods,0,3426.2,4112.15,3426.2,4112.15
0.813953488372093,tn,3982.0,fit-age-sex-bloods,0,3964.0,3964.0,3964.0,3964.0
0.8,tn,4065.0,fit-age-sex-bloods,0,3794.475,4344.1,3794.475,4344.1
0.5,tn,4711.0,fit-age-sex-bloods,0,4605.85,4793.525,4605.85,4793.525
0.99,fn,0.8599999999999994,fit-age-sex-bloods,0,0.6800000000000068,1.050500000000004,0.6800000000000068,1.050500000000004
0.95,fn,4.299999999999997,fit-age-sex-bloods,0,3.4000000000000057,5.252500000000007,3.4000000000000057,5.252500000000007
0.9,fn,8.599999999999994,fit-age-sex-bloods,0,6.799999999999997,10.504999999999992,6.799999999999997,10.504999999999992
0.85,fn,12.900000000000006,fit-age-sex-bloods,0,10.200000000000003,15.757500000000004,10.200000000000003,15.757500000000004
0.813953488372093,fn,16.0,fit-age-sex-bloods,0,16.0,16.0,16.0,16.0
0.8,fn,17.200000000000003,fit-age-sex-bloods,0,13.599999999999994,21.00999999999999,13.599999999999994,21.00999999999999
0.5,fn,43.0,fit-age-sex-bloods,0,34.0,52.52499999999999,34.0,52.52499999999999
0.99,interp,1.0,fit-age-sex-bloods,0,1.0,1.0,1.0,1.0
0.95,interp,1.0,fit-age-sex-bloods,0,1.0,1.0,1.0,1.0
0.9,interp,1.0,fit-age-sex-bloods,0,1.0,1.0,1.0,1.0
0.85,interp,1.0,fit-age-sex-bloods,0,0.4750000000000001,1.0,0.4750000000000001,1.0
0.813953488372093,interp,0.0,fit-age-sex-bloods,0,0.0,0.0,0.0,0.0
0.8,interp,1.0,fit-age-sex-bloods,0,0.0,1.0,0.0,1.0
0.5,interp,0.0,fit-age-sex-bloods,0,0.0,1.0,0.0,1.0
0.99,pp,3772.14,fit-age-sex-bloods,0,1895.653,3804.265,1895.653,3804.265
0.95,pp,1868.7,fit-age-sex-bloods,0,1291.32375,3176.7925,1291.32375,3176.7925
0.9,pp,1559.4,fit-age-sex-bloods,0,1022.56,1866.4774999999997,1022.56,1866.4774999999997
0.85,pp,1156.1,fit-age-sex-bloods,0,875.22,1561.4924999999996,875.22,1561.4924999999996
0.813953488372093,pp,1002.0,fit-age-sex-bloods,0,1020.0,1020.0,1020.0,1020.0
0.8,pp,917.8,fit-age-sex-bloods,0,640.9250000000001,1190.22,640.9250000000001,1190.22
0.5,pp,246.0,fit-age-sex-bloods,0,168.7375,343.88749999999993,168.7375,343.88749999999993
0.99,pn,1227.86,fit-age-sex-bloods,0,1195.735,3104.3469999999993,1195.735,3104.3469999999993
0.95,pn,3131.3,fit-age-sex-bloods,0,1823.2075,3708.67625,1823.2075,3708.67625
0.9,pn,3440.6,fit-age-sex-bloods,0,3133.5225,3977.4399999999996,3133.5225,3977.4399999999996
0.85,pn,3843.9,fit-age-sex-bloods,0,3438.5075,4124.78,3438.5075,4124.78
0.813953488372093,pn,3998.0,fit-age-sex-bloods,0,3980.0,3980.0,3980.0,3980.0
0.8,pn,4082.2,fit-age-sex-bloods,0,3809.7799999999997,4359.075,3809.7799999999997,4359.075
0.5,pn,4754.0,fit-age-sex-bloods,0,4656.1125,4831.2625,4656.1125,4831.2625
0.99,pp_per_cancer,44.305144467935165,fit-age-sex-bloods,0,20.19139104921728,52.045165267700455,20.19139104921728,52.045165267700455
0.95,pp_per_cancer,22.872705018359852,fit-age-sex-bloods,0,15.241932874373767,44.45046439628483,15.241932874373767,44.45046439628483
0.9,pp_per_cancer,20.147286821705425,fit-age-sex-bloods,0,12.293109143298896,25.695377280265333,12.293109143298896,25.695377280265333
0.85,pp_per_cancer,15.81532147742818,fit-age-sex-bloods,0,11.433737024221454,22.39451925348453,11.433737024221454,22.39451925348453
0.813953488372093,pp_per_cancer,14.314285714285715,fit-age-sex-bloods,0,14.57142857142857,14.57142857142857,14.57142857142857,14.57142857142857
0.8,pp_per_cancer,13.340116279069768,fit-age-sex-bloods,0,8.861702127659575,19.053409090909085,8.861702127659575,19.053409090909085
0.5,pp_per_cancer,5.720930232558139,fit-age-sex-bloods,0,3.6513152804642166,8.34601393188854,3.6513152804642166,8.34601393188854
0.99,pp1000,754.4280000000001,fit-age-sex-bloods,0,379.13059999999996,760.8530000000001,379.13059999999996,760.8530000000001
0.95,pp1000,373.74,fit-age-sex-bloods,0,258.26475,635.3584999999999,258.26475,635.3584999999999
0.9,pp1000,311.88,fit-age-sex-bloods,0,204.512,373.29549999999995,204.512,373.29549999999995
0.85,pp1000,231.21999999999997,fit-age-sex-bloods,0,175.044,312.29849999999993,175.044,312.29849999999993
0.813953488372093,pp1000,200.4,fit-age-sex-bloods,0,204.0,204.0,204.0,204.0
0.8,pp1000,183.56,fit-age-sex-bloods,0,128.185,238.04399999999998,128.185,238.04399999999998
0.5,pp1000,49.2,fit-age-sex-bloods,0,33.7475,68.77749999999999,33.7475,68.77749999999999
0.99,pn1000,245.572,fit-age-sex-bloods,0,239.14700000000002,620.8693999999998,239.14700000000002,620.8693999999998
0.95,pn1000,626.26,fit-age-sex-bloods,0,364.6415,741.73525,364.6415,741.73525
0.9,pn1000,688.12,fit-age-sex-bloods,0,626.7044999999999,795.4879999999999,626.7044999999999,795.4879999999999
0.85,pn1000,768.78,fit-age-sex-bloods,0,687.7015,824.9559999999999,687.7015,824.9559999999999
0.813953488372093,pn1000,799.6,fit-age-sex-bloods,0,796.0,796.0,796.0,796.0
0.8,pn1000,816.4399999999999,fit-age-sex-bloods,0,761.956,871.8149999999999,761.956,871.8149999999999
0.5,pn1000,950.8,fit-age-sex-bloods,0,931.2225,966.2525,931.2225,966.2525
0.99,tp1000,17.028000000000006,fit-age-sex-bloods,0,13.463999999999999,20.799899999999994,13.463999999999999,20.799899999999994
0.95,tp1000,16.34,fit-age-sex-bloods,0,12.92,19.959499999999995,12.92,19.959499999999995
0.9,tp1000,15.48,fit-age-sex-bloods,0,12.24,18.908999999999995,12.24,18.908999999999995
0.85,tp1000,14.62,fit-age-sex-bloods,0,11.559999999999999,17.858499999999996,11.559999999999999,17.858499999999996
0.813953488372093,tp1000,14.0,fit-age-sex-bloods,0,14.0,14.0,14.0,14.0
0.8,tp1000,13.76,fit-age-sex-bloods,0,10.88,16.808,10.88,16.808
0.5,tp1000,8.6,fit-age-sex-bloods,0,6.8,10.504999999999999,6.8,10.504999999999999
0.99,fp1000,737.4000000000002,fit-age-sex-bloods,0,360.38,745.04,360.38,745.04
0.95,fp1000,357.4,fit-age-sex-bloods,0,241.44500000000002,620.605,241.44500000000002,620.605
0.9,fp1000,296.4,fit-age-sex-bloods,0,187.64,359.26,187.64,359.26
0.85,fp1000,216.6,fit-age-sex-bloods,0,160.73,298.35,160.73,298.35
0.813953488372093,fp1000,186.4,fit-age-sex-bloods,0,190.0,190.0,190.0,190.0
0.8,fp1000,169.8,fit-age-sex-bloods,0,115.16,225.8,115.16,225.8
0.5,fp1000,40.599999999999994,fit-age-sex-bloods,0,25.895,59.01,25.895,59.01
0.99,tn1000,245.40000000000003,fit-age-sex-bloods,0,238.96000000000004,620.6799999999998,238.96000000000004,620.6799999999998
0.95,tn1000,625.4,fit-age-sex-bloods,0,363.805,740.85,363.805,740.85
0.9,tn1000,686.4,fit-age-sex-bloods,0,625.145,793.52,625.145,793.52
0.85,tn1000,766.2,fit-age-sex-bloods,0,685.24,822.43,685.24,822.43
0.813953488372093,tn1000,796.4,fit-age-sex-bloods,0,792.8,792.8,792.8,792.8
0.8,tn1000,813.0,fit-age-sex-bloods,0,758.895,868.8199999999999,758.895,868.8199999999999
0.5,tn1000,942.2,fit-age-sex-bloods,0,921.17,958.705,921.17,958.705
0.99,fn1000,0.17199999999999993,fit-age-sex-bloods,0,0.13600000000000134,0.2101000000000008,0.13600000000000134,0.2101000000000008
0.95,fn1000,0.8599999999999994,fit-age-sex-bloods,0,0.6800000000000012,1.0505000000000013,0.6800000000000012,1.0505000000000013
0.9,fn1000,1.7199999999999989,fit-age-sex-bloods,0,1.3599999999999994,2.1009999999999986,1.3599999999999994,2.1009999999999986
0.85,fn1000,2.580000000000001,fit-age-sex-bloods,0,2.0400000000000005,3.151500000000001,2.0400000000000005,3.151500000000001
0.813953488372093,fn1000,3.2,fit-age-sex-bloods,0,3.2,3.2,3.2,3.2
0.8,fn1000,3.440000000000001,fit-age-sex-bloods,0,2.719999999999999,4.201999999999998,2.719999999999999,4.201999999999998
0.5,fn1000,8.6,fit-age-sex-bloods,0,6.8,10.504999999999999,6.8,10.504999999999999
0.99,max_sens,0.9883720930232558,fit-age-sex-bloods,0,0.9494850187265917,0.9900519801980198,0.9494850187265917,0.9900519801980198
0.95,max_sens,0.9883720930232558,fit-age-sex-bloods,0,0.9494850187265917,0.9900519801980198,0.9494850187265917,0.9900519801980198
0.9,max_sens,0.9883720930232558,fit-age-sex-bloods,0,0.9494850187265917,0.9900519801980198,0.9494850187265917,0.9900519801980198
0.85,max_sens,0.9883720930232558,fit-age-sex-bloods,0,0.9494850187265917,0.9900519801980198,0.9494850187265917,0.9900519801980198
0.813953488372093,max_sens,0.9883720930232558,fit-age-sex-bloods,0,0.9883720930232558,0.9883720930232558,0.9883720930232558,0.9883720930232558
0.8,max_sens,0.9883720930232558,fit-age-sex-bloods,0,0.9494850187265917,0.9900519801980198,0.9494850187265917,0.9900519801980198
0.5,max_sens,0.9883720930232558,fit-age-sex-bloods,0,0.9494850187265917,0.9900519801980198,0.9494850187265917,0.9900519801980198
0.99,thr,0.00238950512470275,fit-age-sex,0,0.00238950512470275,0.00345354411353175,0.00238950512470275,0.00345354411353175
